"","V1","V2"
"2464","EC:3.5.99.2","Aminopyrimidine aminohydrolase"
"2465","EC:3.5.99.3","Hydroxydechloroatrazine ethylaminohydrolase"
"2466","EC:3.5.99.4","N-isopropylammelide isopropylaminohydrolase"
"2467","EC:3.5.99.5","2-aminomuconate deaminase"
"2468","EC:3.5.99.6","Glucosamine-6-phosphate deaminase"
"2469","EC:3.5.99.7","1-aminocyclopropane-1-carboxylate deaminase"
"2470","EC:3.6.1.1","Inorganic diphosphatase"
"2471","EC:3.6.1.11","Exopolyphosphatase"
"2472","EC:3.6.1.12","dCTP diphosphatase"
"2473","EC:3.6.1.13","ADP-ribose diphosphatase"
"2474","EC:3.6.1.15","Nucleoside-triphosphate phosphatase"
"2475","EC:3.6.1.16","CDP-glycerol diphosphatase"
"2476","EC:3.6.1.17","Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)"
"2477","EC:3.6.1.18","FAD diphosphatase"
"2478","EC:3.6.1.19","Nucleoside-triphosphate diphosphatase"
"2479","EC:3.6.1.21","ADP-sugar diphosphatase"
"2480","EC:3.6.1.22","NAD(+) diphosphatase"
"2481","EC:3.6.1.23","dUTP diphosphatase"
"2482","EC:3.6.1.25","Triphosphatase"
"2483","EC:3.6.1.26","CDP-diacylglycerol diphosphatase"
"2484","EC:3.6.1.27","Undecaprenyl-diphosphate phosphatase"
"2485","EC:3.6.1.28","Thiamine-triphosphatase"
"2486","EC:3.6.1.29","Bis(5'-adenosyl)-triphosphatase"
"2487","EC:3.6.1.3","Adenosinetriphosphatase"
"2488","EC:3.6.1.31","Phosphoribosyl-ATP diphosphatase"
"2489","EC:3.6.1.40","Guanosine-5'-triphosphate,3'-diphosphate diphosphatase"
"2490","EC:3.6.1.41","Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)"
"2491","EC:3.6.1.43","Dolichyldiphosphatase"
"2492","EC:3.6.1.45","UDP-sugar diphosphatase"
"2493","EC:3.6.1.5","Apyrase"
"2494","EC:3.6.1.52","Diphosphoinositol-polyphosphate diphosphatase"
"2495","EC:3.6.1.53","Mn(2+)-dependent ADP-ribose/CDP-alcohol diphosphatase"
"2496","EC:3.6.1.54","UDP-2,3-diacylglucosamine diphosphatase"
"2497","EC:3.6.1.55","8-oxo-dGTP diphosphatase"
"2498","EC:3.6.1.56","2-hydroxy-dATP diphosphatase"
"2499","EC:3.6.1.57","UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase"
"2500","EC:3.6.1.58","8-oxo-dGDP phosphatase"
"2501","EC:3.6.1.59","5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase"
"2502","EC:3.6.1.6","Nucleoside diphosphate phosphatase"
"2503","EC:3.6.1.61","Diadenosine hexaphosphate hydrolase (ATP-forming)"
"2504","EC:3.6.1.62","5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase"
"2505","EC:3.6.1.63","Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase"
"2506","EC:3.6.1.64","Inosine diphosphate phosphatase"
"2507","EC:3.6.1.65","(d)CTP diphosphatase"
"2508","EC:3.6.1.66","XTP/dITP diphosphatase"
"2509","EC:3.6.1.7","Acylphosphatase"
"2510","EC:3.6.1.8","ATP diphosphatase"
"2511","EC:3.6.1.9","Nucleotide diphosphatase"
"2512","EC:3.6.3.1","Phospholipid-translocating ATPase"
"2513","EC:3.6.3.10","Hydrogen/potassium-exchanging ATPase"
"2514","EC:3.6.3.12","Potassium-transporting ATPase"
"2515","EC:3.6.3.14","H(+)-transporting two-sector ATPase"
"2516","EC:3.6.3.16","Arsenite-transporting ATPase"
"2517","EC:3.6.3.17","Monosaccharide-transporting ATPase"
"2518","EC:3.6.3.2","Magnesium-importing ATPase"
"2519","EC:3.6.3.20","Glycerol-3-phosphate-transporting ATPase"
"2520","EC:3.6.3.21","Polar-amino-acid-transporting ATPase"
"2521","EC:3.6.3.22","Nonpolar-amino-acid-transporting ATPase"
"2522","EC:3.6.3.24","Nickel-transporting ATPase"
"2523","EC:3.6.3.25","Sulfate-transporting ATPase"
"2524","EC:3.6.3.27","Phosphate-transporting ATPase"
"2525","EC:3.6.3.28","Phosphonate-transporting ATPase"
"2526","EC:3.6.3.29","Molybdate-transporting ATPase"
"2527","EC:3.6.3.3","Cadmium-exporting ATPase"
"2528","EC:3.6.3.30","Fe(3+)-transporting ATPase"
"2529","EC:3.6.3.31","Polyamine-transporting ATPase"
"2530","EC:3.6.3.32","Quaternary-amine-transporting ATPase"
"2531","EC:3.6.3.33","Vitamin B12-transporting ATPase"
"2532","EC:3.6.3.34","Iron-chelate-transporting ATPase"
"2533","EC:3.6.3.36","Taurine-transporting ATPase"
"2534","EC:3.6.3.4","Cu(2+)-exporting ATPase"
"2535","EC:3.6.3.40","Teichoic-acid-transporting ATPase"
"2536","EC:3.6.3.41","Heme-transporting ATPase"
"2537","EC:3.6.3.44","Xenobiotic-transporting ATPase"
"2538","EC:3.6.3.5","Zinc-exporting ATPase"
"2539","EC:3.6.3.54","Cu(+) exporting ATPase"
"2540","EC:3.6.3.55","Tungstate-importing ATPase"
"2541","EC:3.6.3.6","Proton-exporting ATPase"
"2542","EC:3.6.3.8","Calcium-transporting ATPase"
"2543","EC:3.6.3.9","Sodium/potassium-exchanging ATPase"
"2544","EC:3.6.4.12","DNA helicase"
"2545","EC:3.6.4.13","RNA helicase"
"2546","EC:3.6.4.3","Microtubule-severing ATPase"
"2547","EC:3.6.4.6","Vesicle-fusing ATPase"
"2548","EC:3.6.5.5","Dynamin GTPase"
"2549","EC:3.7.1.12","Cobalt-precorrin 5A hydrolase"
"2550","EC:3.7.1.13","2-hydroxy-6-oxo-6-(2-aminophenyl)hexa-2,4-dienoate hydrolase"
"2551","EC:3.7.1.14","2-hydroxy-6-oxonona-2,4-dienedioate hydrolase"
"2552","EC:3.7.1.17","hydrolase"
"2553","EC:3.7.1.19","2,6-dihydroxypseudooxynicotine hydrolase"
"2554","EC:3.7.1.2","Fumarylacetoacetase"
"2555","EC:3.7.1.20","3-fumarylpyruvate hydrolase"
"2556","EC:3.7.1.21","6-oxocyclohex-1-ene-1-carbonyl-CoA hydratase"
"2557","EC:3.7.1.22","3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)"
"2558","EC:3.7.1.3","Kynureninase"
"2559","EC:3.7.1.5","Acylpyruvate hydrolase"
"2560","EC:3.7.1.8","2,6-dioxo-6-phenylhexa-3-enoate hydrolase"
"2561","EC:3.7.1.9","2-hydroxymuconate-6-semialdehyde hydrolase"
"2562","EC:3.8.1.2","(S)-2-haloacid dehalogenase"
"2563","EC:3.8.1.3","Haloacetate dehalogenase"
"2564","EC:3.8.1.5","Haloalkane dehalogenase"
"2565","EC:3.8.1.8","Atrazine chlorohydrolase"
"2566","EC:4.1.1.1","Pyruvate decarboxylase"
"2567","EC:4.1.1.11","Aspartate 1-decarboxylase"
"2568","EC:4.1.1.12","Aspartate 4-decarboxylase"
"2569","EC:4.1.1.15","Glutamate decarboxylase"
"2570","EC:4.1.1.17","Ornithine decarboxylase"
"2571","EC:4.1.1.18","Lysine decarboxylase"
"2572","EC:4.1.1.19","Arginine decarboxylase"
"2573","EC:4.1.1.2","Oxalate decarboxylase"
"2574","EC:4.1.1.20","Diaminopimelate decarboxylase"
"2575","EC:4.1.1.21","Phosphoribosylaminoimidazole carboxylase"
"2576","EC:4.1.1.22","Histidine decarboxylase"
"2577","EC:4.1.1.23","Orotidine-5'-phosphate decarboxylase"
"2578","EC:4.1.1.25","Tyrosine decarboxylase"
"2579","EC:4.1.1.28","Aromatic-L-amino-acid decarboxylase"
"2580","EC:4.1.1.29","Sulfinoalanine decarboxylase"
"2581","EC:4.1.1.3","Oxaloacetate decarboxylase"
"2582","EC:4.1.1.31","Phosphoenolpyruvate carboxylase"
"2583","EC:4.1.1.32","Phosphoenolpyruvate carboxykinase (GTP)"
"2584","EC:4.1.1.33","Diphosphomevalonate decarboxylase"
"2585","EC:4.1.1.35","UDP-glucuronate decarboxylase"
"2586","EC:4.1.1.36","Phosphopantothenoylcysteine decarboxylase"
"2587","EC:4.1.1.37","Uroporphyrinogen decarboxylase"
"2588","EC:4.1.1.39","Ribulose-bisphosphate carboxylase"
"2589","EC:4.1.1.4","Acetoacetate decarboxylase"
"2590","EC:4.1.1.41","Methylmalonyl-CoA decarboxylase"
"2591","EC:4.1.1.44","4-carboxymuconolactone decarboxylase"
"2592","EC:4.1.1.45","Aminocarboxymuconate-semialdehyde decarboxylase"
"2593","EC:4.1.1.46","o-pyrocatechuate decarboxylase"
"2594","EC:4.1.1.47","Tartronate-semialdehyde synthase"
"2595","EC:4.1.1.48","Indole-3-glycerol-phosphate synthase"
"2596","EC:4.1.1.49","Phosphoenolpyruvate carboxykinase (ATP)"
"2597","EC:4.1.1.5","Acetolactate decarboxylase"
"2598","EC:4.1.1.50","Adenosylmethionine decarboxylase"
"2599","EC:4.1.1.51","3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase"
"2600","EC:4.1.1.55","4,5-dihydroxyphthalate decarboxylase"
"2601","EC:4.1.1.6","Aconitate decarboxylase"
"2602","EC:4.1.1.61","4-hydroxybenzoate decarboxylase"
"2603","EC:4.1.1.64","2,2-dialkylglycine decarboxylase (pyruvate)"
"2604","EC:4.1.1.65","Phosphatidylserine decarboxylase"
"2605","EC:4.1.1.68","5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase"
"2606","EC:4.1.1.69","3,4-dihydroxyphthalate decarboxylase"
"2607","EC:4.1.1.7","Benzoylformate decarboxylase"
"2608","EC:4.1.1.70","Glutaconyl-CoA decarboxylase"
"2609","EC:4.1.1.71","2-oxoglutarate decarboxylase"
"2610","EC:4.1.1.73","Tartrate decarboxylase"
"2611","EC:4.1.1.74","Indolepyruvate decarboxylase"
"2612","EC:4.1.1.75","5-guanidino-2-oxopentanoate decarboxylase"
"2613","EC:4.1.1.76","Arylmalonate decarboxylase"
"2614","EC:4.1.1.77","2-oxo-3-hexenedioate decarboxylase"
"2615","EC:4.1.1.79","Sulfopyruvate decarboxylase"
"2616","EC:4.1.1.8","Oxalyl-CoA decarboxylase"
"2617","EC:4.1.1.81","Threonine-phosphate decarboxylase"
"2618","EC:4.1.1.82","Phosphonopyruvate decarboxylase"
"2619","EC:4.1.1.83","4-hydroxyphenylacetate decarboxylase"
"2620","EC:4.1.1.84","D-dopachrome decarboxylase"
"2621","EC:4.1.1.85","3-dehydro-L-gulonate-6-phosphate decarboxylase"
"2622","EC:4.1.1.86","Diaminobutyrate decarboxylase"
"2623","EC:4.1.1.87","Malonyl-S-ACP decarboxylase"
"2624","EC:4.1.1.9","Malonyl-CoA decarboxylase"
"2625","EC:4.1.1.90","Peptidyl-glutamate 4-carboxylase"
"2626","EC:4.1.1.94","Ethylmalonyl-CoA decarboxylase"
"2627","EC:4.1.1.95","L-glutamyl-[BtrI acyl-carrier protein] decarboxylase"
"2628","EC:4.1.1.96","Carboxynorspermidine decarboxylase"
"2629","EC:4.1.1.97","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase"
"2630","EC:4.1.1.98","4-hydroxy-3-polyprenylbenzoate decarboxylase"
"2631","EC:4.1.1.99","Phosphomevalonate decarboxylase"
"2632","EC:4.1.2.10","(R)-mandelonitrile lyase"
"2633","EC:4.1.2.13","Fructose-bisphosphate aldolase"
"2634","EC:4.1.2.14","2-dehydro-3-deoxy-phosphogluconate aldolase"
"2635","EC:4.1.2.17","L-fuculose-phosphate aldolase"
"2636","EC:4.1.2.19","Rhamnulose-1-phosphate aldolase"
"2637","EC:4.1.2.20","2-dehydro-3-deoxyglucarate aldolase"
"2638","EC:4.1.2.21","2-dehydro-3-deoxy-6-phosphogalactonate aldolase"
"2639","EC:4.1.2.22","Fructose-6-phosphate phosphoketolase"
"2640","EC:4.1.2.25","Dihydroneopterin aldolase"
"2641","EC:4.1.2.27","Sphinganine-1-phosphate aldolase"
"2642","EC:4.1.2.29","5-dehydro-2-deoxyphosphogluconate aldolase"
"2643","EC:4.1.2.34","4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase"
"2644","EC:4.1.2.4","Deoxyribose-phosphate aldolase"
"2645","EC:4.1.2.40","Tagatose-bisphosphate aldolase"
"2646","EC:4.1.2.41","Vanillin synthase"
"2647","EC:4.1.2.43","3-hexulose-6-phosphate synthase"
"2648","EC:4.1.2.44","Benzoyl-CoA-dihydrodiol lyase"
"2649","EC:4.1.2.45","Trans-o-hydroxybenzylidenepyruvate hydratase-aldolase"
"2650","EC:4.1.2.5","L-threonine aldolase"
"2651","EC:4.1.2.50","6-carboxytetrahydropterin synthase"
"2652","EC:4.1.2.51","2-dehydro-3-deoxy-D-gluconate aldolase"
"2653","EC:4.1.2.52","4-hydroxy-2-oxoheptanedioate aldolase"
"2654","EC:4.1.2.53","2-keto-3-deoxy-L-rhamnonate aldolase"
"2655","EC:4.1.2.54","L-threo-3-deoxy-hexylosonate aldolase"
"2656","EC:4.1.2.55","aldolase"
"2657","EC:4.1.2.56","2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase"
"2658","EC:4.1.2.57","Sulfofructosephosphate aldolase"
"2659","EC:4.1.2.8","Indole-3-glycerol-phosphate lyase"
"2660","EC:4.1.2.9","Phosphoketolase"
"2661","EC:4.1.3.1","Isocitrate lyase"
"2662","EC:4.1.3.16","4-hydroxy-2-oxoglutarate aldolase"
"2663","EC:4.1.3.17","4-hydroxy-4-methyl-2-oxoglutarate aldolase"
"2664","EC:4.1.3.24","Malyl-CoA lyase"
"2665","EC:4.1.3.25","(S)-citramalyl-CoA lyase"
"2666","EC:4.1.3.27","Anthranilate synthase"
"2667","EC:4.1.3.3","N-acetylneuraminate lyase"
"2668","EC:4.1.3.30","Methylisocitrate lyase"
"2669","EC:4.1.3.34","Citryl-CoA lyase"
"2670","EC:4.1.3.36","1,4-dihydroxy-2-naphthoyl-CoA synthase"
"2671","EC:4.1.3.38","Aminodeoxychorismate lyase"
"2672","EC:4.1.3.39","4-hydroxy-2-oxovalerate aldolase"
"2673","EC:4.1.3.4","Hydroxymethylglutaryl-CoA lyase"
"2674","EC:4.1.3.40","Chorismate lyase"
"2675","EC:4.1.3.41","3-hydroxy-D-aspartate aldolase"
"2676","EC:4.1.3.42","(4S)-4-hydroxy-2-oxoglutarate aldolase"
"2677","EC:4.1.3.43","4-hydroxy-2-oxohexanoate aldolase"
"2678","EC:4.1.3.44","tRNA 4-demethylwyosine synthase (AdoMet-dependent)"
"2679","EC:4.1.3.45","3-hydroxybenzoate synthase"
"2680","EC:4.1.3.46","(R)-citramalyl-CoA lyase"
"2681","EC:4.1.99.1","Tryptophanase"
"2682","EC:4.1.99.11","Benzylsuccinate synthase"
"2683","EC:4.1.99.12","3,4-dihydroxy-2-butanone-4-phosphate synthase"
"2684","EC:4.1.99.14","Spore photoproduct lyase"
"2685","EC:4.1.99.16","Geosmin synthase"
"2686","EC:4.1.99.17","Phosphomethylpyrimidine synthase"
"2687","EC:4.1.99.18","Cyclic pyranopterin phosphate synthase"
"2688","EC:4.1.99.19","2-iminoacetate synthase"
"2689","EC:4.1.99.2","Tyrosine phenol-lyase"
"2690","EC:4.1.99.20","3-amino-4-hydroxybenzoate synthase"
"2691","EC:4.1.99.3","Deoxyribodipyrimidine photo-lyase"
"2692","EC:4.1.99.5","Aldehyde oxygenase (deformylating)"
"2693","EC:4.2.1.1","Carbonate dehydratase"
"2694","EC:4.2.1.10","3-dehydroquinate dehydratase"
"2695","EC:4.2.1.100","Cyclohexa-1,5-dienecarbonyl-CoA hydratase"
"2696","EC:4.2.1.101","Trans-feruloyl-CoA hydratase"
"2697","EC:4.2.1.103","Cyclohexyl-isocyanide hydratase"
"2698","EC:4.2.1.104","Cyanase"
"2699","EC:4.2.1.106","Bile-acid 7-alpha-dehydratase"
"2700","EC:4.2.1.107","hydratase"
"2701","EC:4.2.1.108","Ectoine synthase"
"2702","EC:4.2.1.109","Methylthioribulose 1-phosphate dehydratase"
"2703","EC:4.2.1.11","Phosphopyruvate hydratase"
"2704","EC:4.2.1.113","o-succinylbenzoate synthase"
"2705","EC:4.2.1.114","Methanogen homoaconitase"
"2706","EC:4.2.1.115","UDP-N-acetylglucosamine 4,6-dehydratase (inverting)"
"2707","EC:4.2.1.116","3-hydroxypropionyl-CoA dehydratase"
"2708","EC:4.2.1.118","3-dehydroshikimate dehydratase"
"2709","EC:4.2.1.119","Enoyl-CoA hydratase 2"
"2710","EC:4.2.1.12","Phosphogluconate dehydratase"
"2711","EC:4.2.1.120","4-hydroxybutanoyl-CoA dehydratase"
"2712","EC:4.2.1.126","N-acetylmuramic acid 6-phosphate etherase"
"2713","EC:4.2.1.129","Squalene--hopanol cyclase"
"2714","EC:4.2.1.130","D-lactate dehydratase"
"2715","EC:4.2.1.131","Carotenoid 1,2-hydratase"
"2716","EC:4.2.1.132","2-hydroxyhexa-2,4-dienoate hydratase"
"2717","EC:4.2.1.134","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase"
"2718","EC:4.2.1.135","UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)"
"2719","EC:4.2.1.136","ADP-dependent NAD(P)H-hydrate dehydratase"
"2720","EC:4.2.1.137","Sporulenol synthase"
"2721","EC:4.2.1.138","(+)-caryolan-1-ol synthase"
"2722","EC:4.2.1.140","Gluconate/galactonate dehydratase"
"2723","EC:4.2.1.141","2-dehydro-3-deoxy-D-arabinonate dehydratase"
"2724","EC:4.2.1.144","3-amino-5-hydroxybenzoate synthase"
"2725","EC:4.2.1.147","5,6,7,8-tetrahydromethanopterin hydro-lyase"
"2726","EC:4.2.1.148","2-methylfumaryl-CoA hydratase"
"2727","EC:4.2.1.149","Crotonobetainyl-CoA hydratase"
"2728","EC:4.2.1.151","Chorismate dehydratase"
"2729","EC:4.2.1.152","Hydroperoxy icosatetraenoate dehydratase"
"2730","EC:4.2.1.153","3-methylfumaryl-CoA hydratase"
"2731","EC:4.2.1.154","Tetracenomycin F2 cyclase"
"2732","EC:4.2.1.17","Enoyl-CoA hydratase"
"2733","EC:4.2.1.18","Methylglutaconyl-CoA hydratase"
"2734","EC:4.2.1.19","Imidazoleglycerol-phosphate dehydratase"
"2735","EC:4.2.1.2","Fumarate hydratase"
"2736","EC:4.2.1.20","Tryptophan synthase"
"2737","EC:4.2.1.22","Cystathionine beta-synthase"
"2738","EC:4.2.1.24","Porphobilinogen synthase"
"2739","EC:4.2.1.25","L-arabinonate dehydratase"
"2740","EC:4.2.1.28","Propanediol dehydratase"
"2741","EC:4.2.1.3","Aconitate hydratase"
"2742","EC:4.2.1.30","Glycerol dehydratase"
"2743","EC:4.2.1.32","L(+)-tartrate dehydratase"
"2744","EC:4.2.1.33","3-isopropylmalate dehydratase"
"2745","EC:4.2.1.35","(R)-2-methylmalate dehydratase"
"2746","EC:4.2.1.36","Homoaconitate hydratase"
"2747","EC:4.2.1.40","Glucarate dehydratase"
"2748","EC:4.2.1.41","5-dehydro-4-deoxyglucarate dehydratase"
"2749","EC:4.2.1.42","Galactarate dehydratase"
"2750","EC:4.2.1.43","2-dehydro-3-deoxy-L-arabinonate dehydratase"
"2751","EC:4.2.1.44","Myo-inosose-2 dehydratase"
"2752","EC:4.2.1.45","CDP-glucose 4,6-dehydratase"
"2753","EC:4.2.1.46","dTDP-glucose 4,6-dehydratase"
"2754","EC:4.2.1.47","GDP-mannose 4,6-dehydratase"
"2755","EC:4.2.1.49","Urocanate hydratase"
"2756","EC:4.2.1.5","Arabinonate dehydratase"
"2757","EC:4.2.1.51","Prephenate dehydratase"
"2758","EC:4.2.1.53","Oleate hydratase"
"2759","EC:4.2.1.55","3-hydroxybutyryl-CoA dehydratase"
"2760","EC:4.2.1.56","Itaconyl-CoA hydratase"
"2761","EC:4.2.1.57","Isohexenylglutaconyl-CoA hydratase"
"2762","EC:4.2.1.59","3-hydroxyacyl-[acyl-carrier-protein] dehydratase"
"2763","EC:4.2.1.6","Galactonate dehydratase"
"2764","EC:4.2.1.65","3-cyanoalanine hydratase"
"2765","EC:4.2.1.66","Cyanide hydratase"
"2766","EC:4.2.1.68","L-fuconate dehydratase"
"2767","EC:4.2.1.7","Altronate dehydratase"
"2768","EC:4.2.1.75","Uroporphyrinogen-III synthase"
"2769","EC:4.2.1.76","UDP-glucose 4,6-dehydratase"
"2770","EC:4.2.1.77","Trans-L-3-hydroxyproline dehydratase"
"2771","EC:4.2.1.79","2-methylcitrate dehydratase"
"2772","EC:4.2.1.8","Mannonate dehydratase"
"2773","EC:4.2.1.80","2-oxopent-4-enoate hydratase"
"2774","EC:4.2.1.83","4-oxalmesaconate hydratase"
"2775","EC:4.2.1.84","Nitrile hydratase"
"2776","EC:4.2.1.9","Dihydroxy-acid dehydratase"
"2777","EC:4.2.1.90","L-rhamnonate dehydratase"
"2778","EC:4.2.1.91","Arogenate dehydratase"
"2779","EC:4.2.1.92","Hydroperoxide dehydratase"
"2780","EC:4.2.1.93","ATP-dependent NAD(P)H-hydrate dehydratase"
"2781","EC:4.2.1.96","4a-hydroxytetrahydrobiopterin dehydratase"
"2782","EC:4.2.1.99","2-methylisocitrate dehydratase"
"2783","EC:4.2.2.1","Hyaluronate lyase"
"2784","EC:4.2.2.10","Pectin lyase"
"2785","EC:4.2.2.17","Inulin fructotransferase (DFA-I-forming)"
"2786","EC:4.2.2.19","Chondroitin B lyase"
"2787","EC:4.2.2.2","Pectate lyase"
"2788","EC:4.2.2.20","Chondroitin-sulfate-ABC endolyase"
"2789","EC:4.2.2.21","Chondroitin-sulfate-ABC exolyase"
"2790","EC:4.2.2.23","Rhamnogalacturonan endolyase"
"2791","EC:4.2.2.24","Rhamnogalacturonan exolyase"
"2792","EC:4.2.2.3","Poly(beta-D-mannuronate) lyase"
"2793","EC:4.2.2.5","Chondroitin AC lyase"
"2794","EC:4.2.2.6","Oligogalacturonide lyase"
"2795","EC:4.2.2.7","Heparin lyase"
"2796","EC:4.2.2.8","Heparin-sulfate lyase"
"2797","EC:4.2.2.9","Pectate disaccharide-lyase"
"2798","EC:4.2.3.1","Threonine synthase"
"2799","EC:4.2.3.111","(-)-alpha-terpineol synthase"
"2800","EC:4.2.3.118","2-methylisoborneol synthase"
"2801","EC:4.2.3.12","6-pyruvoyltetrahydropterin synthase"
"2802","EC:4.2.3.124","2-deoxy-scyllo-inosose synthase"
"2803","EC:4.2.3.130","Tetraprenyl-beta-curcumene synthase"
"2804","EC:4.2.3.144","Geranyllinalool synthase"
"2805","EC:4.2.3.19","Ent-kaurene synthase"
"2806","EC:4.2.3.2","Ethanolamine-phosphate phospho-lyase"
"2807","EC:4.2.3.22","Germacradienol synthase"
"2808","EC:4.2.3.25","S-linalool synthase"
"2809","EC:4.2.3.27","Isoprene synthase"
"2810","EC:4.2.3.3","Methylglyoxal synthase"
"2811","EC:4.2.3.32","Levopimaradiene synthase"
"2812","EC:4.2.3.37","Epi-isozizaene synthase"
"2813","EC:4.2.3.4","3-dehydroquinate synthase"
"2814","EC:4.2.3.46","Alpha-farnesene synthase"
"2815","EC:4.2.3.5","Chorismate synthase"
"2816","EC:4.2.3.6","Trichodiene synthase"
"2817","EC:4.2.3.7","Pentalenene synthase"
"2818","EC:4.2.3.73","Valencene synthase"
"2819","EC:4.2.3.75","(-)-germacrene D synthase"
"2820","EC:4.2.3.86","7-epi-alpha-selinene synthase"
"2821","EC:4.2.3.89","(+)-beta-caryophyllene synthase"
"2822","EC:4.2.3.90","5-epi-alpha-selinene synthase"
"2823","EC:4.2.3.96","Avermitilol synthase"
"2824","EC:4.2.99.18","DNA-(apurinic or apyrimidinic site) lyase"
"2825","EC:4.2.99.20","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
"2826","EC:4.2.99.21","Isochorismate lyase"
"2827","EC:4.3.1.1","Aspartate ammonia-lyase"
"2828","EC:4.3.1.12","Ornithine cyclodeaminase"
"2829","EC:4.3.1.14","3-aminobutyryl-CoA ammonia-lyase"
"2830","EC:4.3.1.15","Diaminopropionate ammonia-lyase"
"2831","EC:4.3.1.17","L-serine ammonia-lyase"
"2832","EC:4.3.1.18","D-serine ammonia-lyase"
"2833","EC:4.3.1.19","Threonine ammonia-lyase"
"2834","EC:4.3.1.2","Methylaspartate ammonia-lyase"
"2835","EC:4.3.1.23","Tyrosine ammonia-lyase"
"2836","EC:4.3.1.24","Phenylalanine ammonia-lyase"
"2837","EC:4.3.1.29","D-glucosaminate-6-phosphate ammonia lyase"
"2838","EC:4.3.1.3","Histidine ammonia-lyase"
"2839","EC:4.3.1.30","dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase"
"2840","EC:4.3.1.4","Formimidoyltetrahydrofolate cyclodeaminase"
"2841","EC:4.3.1.7","Ethanolamine ammonia-lyase"
"2842","EC:4.3.2.1","Argininosuccinate lyase"
"2843","EC:4.3.2.2","Adenylosuccinate lyase"
"2844","EC:4.3.2.3","Ureidoglycolate lyase"
"2845","EC:4.3.2.5","Peptidylamidoglycolate lyase"
"2846","EC:4.3.2.6","Gamma-L-glutamyl-butirosin B gamma-glutamyl cyclotransferase"
"2847","EC:4.3.3.2","Strictosidine synthase"
"2848","EC:4.3.3.6","Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)"
"2849","EC:4.3.3.7","4-hydroxy-tetrahydrodipicolinate synthase"
"2850","EC:4.3.99.3","7-carboxy-7-deazaguanine synthase"
"2851","EC:4.4.1.1","Cystathionine gamma-lyase"
"2852","EC:4.4.1.11","Methionine gamma-lyase"
"2853","EC:4.4.1.13","Cysteine-S-conjugate beta-lyase"
"2854","EC:4.4.1.14","1-aminocyclopropane-1-carboxylate synthase"
"2855","EC:4.4.1.15","D-cysteine desulfhydrase"
"2856","EC:4.4.1.16","Selenocysteine lyase"
"2857","EC:4.4.1.17","Holocytochrome-c synthase"
"2858","EC:4.4.1.19","Phosphosulfolactate synthase"
"2859","EC:4.4.1.2","Homocysteine desulfhydrase"
"2860","EC:4.4.1.21","S-ribosylhomocysteine lyase"
"2861","EC:4.4.1.22","S-(hydroxymethyl)glutathione synthase"
"2862","EC:4.4.1.24","(2R)-sulfolactate sulfo-lyase"
"2863","EC:4.4.1.25","L-cysteate sulfo-lyase"
"2864","EC:4.4.1.3","Dimethylpropiothetin dethiomethylase"
"2865","EC:4.4.1.5","Lactoylglutathione lyase"
"2866","EC:4.4.1.8","Cystathionine beta-lyase"
"2867","EC:4.4.1.9","L-3-cyanoalanine synthase"
"2868","EC:4.5.1.3","Dichloromethane dehalogenase"
"2869","EC:4.6.1.1","Adenylate cyclase"
"2870","EC:4.6.1.12","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
"2871","EC:4.6.1.13","Phosphatidylinositol diacylglycerol-lyase"
"2872","EC:4.6.1.2","Guanylate cyclase"
"2873","EC:4.7.1.1","Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase"
"2874","EC:4.99.1.1","Ferrochelatase"
"2875","EC:4.99.1.2","Alkylmercury lyase"
"2876","EC:4.99.1.3","Sirohydrochlorin cobaltochelatase"
"2877","EC:4.99.1.4","Sirohydrochlorin ferrochelatase"
"2878","EC:4.99.1.5","Aliphatic aldoxime dehydratase"
"2879","EC:4.99.1.7","Phenylacetaldoxime dehydratase"
"2880","EC:4.99.1.8","Heme ligase"
"2881","EC:5.1.1.1","Alanine racemase"
"2882","EC:5.1.1.13","Aspartate racemase"
"2883","EC:5.1.1.14","Nocardicin-A epimerase"
"2884","EC:5.1.1.17","Isopenicillin-N epimerase"
"2885","EC:5.1.1.18","Serine racemase"
