OTU,Chris-01,Chris-02,Chris-03,Chris-04,Chris-05,Chris-06,Chris-07,Chris-08,Chris-09,Chris-10,Chris-11,Chris-12,Chris-13,Chris-14,Chris-15,Chris-16,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_4234,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,Bacteria,Armatimonadota,DG-56,midas_o_54991,midas_f_54991,,
OTU_4235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Armatimonadota,DG-56,midas_o_54991,midas_f_54991,midas_g_112691,midas_s_112691
OTU_4236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,midas_g_18447,
OTU_4237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,midas_g_30374,
OTU_4238,0,0,0,0,0,3,7,4,3,3,0,1,2,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_1721,midas_f_1721,midas_g_1721,
OTU_4239,0,0,0,0,0,12,5,8,2,3,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_1721,midas_f_1721,midas_g_1721,midas_s_1721
OTU_4240,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_1029,
OTU_4241,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_1029,midas_s_1029
OTU_4242,0,0,0,0,0,5,3,6,5,7,0,1,1,1,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_310,midas_s_310
OTU_4243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_61606,
OTU_4244,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_65488,
OTU_4245,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_216,midas_f_216,midas_g_94828,midas_s_94828
OTU_4246,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_6226,midas_f_6226,,
OTU_4247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_6226,midas_f_6226,midas_g_113631,
OTU_4248,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_6226,midas_f_6226,midas_g_116503,midas_s_116503
OTU_4249,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_6226,midas_f_6226,midas_g_6226,midas_s_6226
OTU_4250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_6226,midas_f_6226,midas_g_97522,
OTU_4251,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,Bacteria,Armatimonadota,midas_c_216,midas_o_92789,midas_f_92789,midas_g_92789,midas_s_92789
OTU_4252,0,0,0,0,0,5,1,4,1,8,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_19,midas_s_101312
OTU_4253,0,0,0,0,0,26,18,13,7,13,0,1,2,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_326,
OTU_4254,0,0,0,0,0,36,23,28,18,28,0,0,0,0,0,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_410,midas_s_410
OTU_4255,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_800,
OTU_4256,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_91068,midas_s_92488
OTU_4257,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,midas_g_1791,
OTU_4258,0,0,0,0,0,5,2,2,11,10,0,0,3,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,midas_g_1791,midas_s_1791
OTU_4259,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,midas_g_88318,
OTU_4260,0,0,0,0,0,4,9,11,4,3,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,midas_s_42734
OTU_4261,0,0,0,0,0,1,0,0,0,0,61,39,37,73,99,19,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_6874
OTU_4262,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GZKB124,midas_g_40872,midas_s_57449
OTU_4263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,M2PB4-65_termite_group,midas_g_2475,
OTU_4264,0,0,0,0,0,2,4,4,2,3,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,M2PB4-65_termite_group,midas_g_3141,midas_s_4443
OTU_4265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,midas_g_21149,
OTU_4266,0,0,0,0,0,1,2,1,3,1,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,midas_g_21149,midas_s_21149
OTU_4267,0,0,0,0,0,5,4,1,3,3,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,midas_g_21149,midas_s_90986
OTU_4268,0,0,0,0,0,1,4,10,19,6,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,midas_g_2026,
OTU_4269,0,0,0,0,0,22,27,11,32,13,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,midas_g_2026,midas_s_2026
OTU_4270,0,0,0,0,0,7,2,3,6,1,15,6,0,5,3,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Ruminofilibacter,midas_s_4090
OTU_4271,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,midas_g_91338,
OTU_4272,0,0,0,0,0,5,0,0,42,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,midas_g_91338,midas_s_91338
OTU_4273,0,0,0,0,0,7,4,2,14,2,0,0,0,3,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,midas_g_9427,midas_s_9427
OTU_4274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,midas_g_97024,
OTU_4275,0,0,0,0,0,13,2,0,45,1,0,0,0,1,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,midas_g_97024,midas_s_97024
OTU_4276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,midas_g_2677,
OTU_4277,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,midas_g_5907,
OTU_4278,0,0,0,0,0,3,2,3,5,8,6,2,0,7,1,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,midas_g_6784,midas_s_6784
OTU_4279,0,0,0,0,0,1,0,0,0,0,3,4,6,16,31,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,midas_g_90467,
OTU_4280,0,0,0,0,0,1,0,0,0,0,9,10,5,25,27,2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,midas_g_90467,midas_s_90730
OTU_4281,0,0,0,0,0,1,0,4,6,1,0,0,0,1,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,midas_g_9269,
OTU_4282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,midas_g_93974,midas_s_93974
OTU_4283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,midas_s_9796
OTU_4284,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,midas_g_8342,midas_s_8342
OTU_4285,0,0,0,0,0,2,4,3,3,6,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,midas_s_95451
OTU_4286,0,0,0,0,0,6,8,0,2,2,0,0,1,0,0,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_12,midas_s_2548
OTU_4287,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,midas_s_2989
OTU_4288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,midas_s_116398
OTU_4289,0,0,0,0,0,8,8,17,13,11,0,1,0,0,1,2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DMER64,midas_s_3652
OTU_4290,0,0,0,0,0,1,0,5,3,3,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DMER64,midas_s_82
OTU_4291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,midas_g_15299,
OTU_4292,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,midas_g_15299,midas_s_96664
OTU_4293,0,0,0,0,0,1,20,18,8,10,0,1,1,0,1,17,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
OTU_4294,0,0,0,0,0,1,12,12,9,17,0,0,1,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,midas_s_19790
OTU_4295,0,0,0,0,0,7,12,31,11,31,0,0,2,1,0,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,midas_s_3232
OTU_4296,0,0,0,0,0,7,4,7,5,7,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,midas_s_90738
OTU_4297,0,0,0,0,0,2,2,0,0,2,8,8,0,3,7,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,S50_wastewater-sludge_group,
OTU_4298,0,0,0,0,0,3,1,0,2,3,4,2,0,1,3,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,S50_wastewater-sludge_group,midas_s_3535
OTU_4299,0,0,0,0,0,2,0,2,4,1,3,2,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,midas_g_34555,midas_s_34555
OTU_4300,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,midas_g_114356,midas_s_114356
OTU_4301,0,0,0,0,0,6,1,1,1,0,2,1,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Blvii28_wastewater-sludge_group,
OTU_4302,0,0,0,0,0,7,3,3,3,2,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Blvii28_wastewater-sludge_group,midas_s_91453
OTU_4303,0,0,0,0,0,5,12,5,8,5,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,midas_g_141,
OTU_4304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1063,
OTU_4305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,midas_s_70040
OTU_4306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_2126,midas_s_5484
OTU_4307,0,0,0,0,0,4,1,0,0,0,4,4,0,9,1,0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,midas_s_110
OTU_4308,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,midas_g_7176,midas_s_13585
OTU_4309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_2685,,
OTU_4310,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_2685,midas_g_2685,midas_s_2685
OTU_4311,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_2685,midas_g_7355,
OTU_4312,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_2685,midas_g_7355,midas_s_8054
OTU_4313,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_428,midas_g_1658,midas_s_1658
OTU_4314,0,0,0,0,0,1,0,1,1,1,2,2,0,1,0,1,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,midas_g_92435,midas_s_92435
OTU_4315,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,midas_s_4437
OTU_4316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,midas_g_46962,
OTU_4317,0,0,0,0,0,2,3,0,1,0,0,0,1,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,midas_f_30808,midas_g_92231,midas_s_92231
OTU_4318,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,midas_g_58185,midas_s_59388
OTU_4319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Caldatribacteriota,Caldatribacteriia,,,,
OTU_4320,0,0,0,0,0,3,1,2,3,1,0,9,1,2,0,0,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_3733
OTU_4321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_74132
OTU_4322,0,0,0,0,0,27,22,33,28,23,16,19,1,22,4,2,Bacteria,Caldatribacteriota,Caldatribacteriia,Caldatribacteriales,Caldatribacteriaceae,Ca_Caldatribacterium,midas_s_77
OTU_4323,0,0,0,0,0,5,17,29,25,27,0,0,0,0,0,0,Bacteria,Caldisericota,Caldisericia,Caldisericales,LF045,midas_g_3701,midas_s_3701
OTU_4324,0,0,0,0,0,6,2,3,2,0,0,0,2,0,0,0,Bacteria,Caldisericota,Caldisericia,Caldisericales,WCHB1-02,midas_g_16145,midas_s_16145
OTU_4325,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,Bacteria,Caldisericota,Caldisericia,Caldisericales,WCHB1-02,midas_g_43349,
OTU_4326,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Bacteria,Caldisericota,Caldisericia,Caldisericales,WCHB1-02,midas_g_43349,midas_s_43349
OTU_4327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_UCG-001,midas_s_17643
OTU_4328,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea,midas_s_6727
OTU_4329,0,0,0,0,0,5,1,3,4,3,0,0,0,2,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,midas_s_3428
OTU_4330,0,0,0,0,0,2,1,3,1,3,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,midas_s_7416
OTU_4331,0,0,0,0,0,3,5,2,2,4,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea,midas_s_25131
OTU_4332,0,0,0,0,0,1,1,2,2,7,1,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_156,midas_s_956
OTU_4333,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_2702,midas_s_2702
OTU_4334,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_2702,midas_s_4236
OTU_4335,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_30384,
OTU_4336,0,0,0,0,0,1,2,3,1,2,0,0,3,1,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_30384,midas_s_45284
OTU_4337,0,0,0,0,0,2,3,12,3,18,2,0,2,0,1,3,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_467,midas_s_1625
OTU_4338,0,0,0,0,0,31,24,13,10,27,0,3,1,1,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_467,midas_s_467
OTU_4339,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_51462,midas_s_80641
OTU_4340,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_6489,midas_s_18280
OTU_4341,0,0,0,0,0,3,1,5,0,3,0,0,0,0,1,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_789,midas_s_789
OTU_4342,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_91596,midas_s_91596
OTU_4343,0,0,0,0,0,1,1,1,2,4,0,0,2,3,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,
OTU_4344,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,midas_s_19955
OTU_4345,0,0,0,0,0,5,4,3,2,1,0,0,1,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,midas_s_26433
OTU_4346,0,0,0,0,0,3,5,5,3,3,11,3,8,12,1,2,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,midas_s_93723
OTU_4347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ca_Promineofilaceae,midas_g_1765,midas_s_1765
OTU_4348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,midas_f_4787,midas_g_13751,
OTU_4349,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_1083,
OTU_4350,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_3064,midas_s_4636
OTU_4351,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_5463,midas_s_61674
OTU_4352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_8033,midas_s_8033
OTU_4353,0,0,0,0,0,1,2,0,1,5,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,,,
OTU_4354,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,,
OTU_4355,0,0,0,0,0,1,2,2,0,3,2,2,0,1,0,1,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,midas_g_22737,midas_s_96839
OTU_4356,0,0,0,0,0,5,6,3,4,8,0,2,0,0,0,1,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,midas_g_824,
OTU_4357,0,0,0,0,0,2,4,4,4,2,0,1,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,midas_g_824,midas_s_824
OTU_4358,0,0,0,0,0,2,0,1,0,1,4,1,2,1,2,0,Bacteria,Chloroflexi,Anaerolineae,midas_o_4245,midas_f_7837,midas_g_7837,midas_s_7837
OTU_4359,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_20645,midas_g_108067,midas_s_108067
OTU_4360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_20645,midas_g_98374,
OTU_4361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_2772,midas_g_109200,
OTU_4362,0,0,0,0,0,1,0,0,0,0,5,5,0,0,1,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_2772,midas_g_7704,midas_s_7704
OTU_4363,0,0,0,0,0,3,3,3,2,0,1,2,1,0,0,1,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,,
OTU_4364,0,0,0,0,0,3,1,4,0,3,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,midas_g_4245,
OTU_4365,0,0,0,0,0,2,2,1,2,3,3,1,5,1,0,2,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,midas_g_44684,midas_s_95410
OTU_4366,0,0,0,0,0,3,2,5,1,2,0,0,1,1,0,1,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,midas_g_4582,
OTU_4367,0,0,0,0,0,8,15,12,18,11,1,3,3,1,3,6,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,midas_g_4582,midas_s_4582
OTU_4368,0,0,0,0,0,1,2,0,1,3,0,2,0,1,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,midas_g_4860,midas_s_98817
OTU_4369,0,0,0,0,0,2,1,2,0,1,0,4,0,0,2,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_4245,midas_g_5782,midas_s_5782
OTU_4370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_109815,midas_s_109815
OTU_4371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_34283,midas_s_34283
OTU_4372,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_46217,midas_s_48219
OTU_4373,0,0,0,0,0,2,4,2,1,1,0,1,0,0,0,2,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_5792,
OTU_4374,0,0,0,0,0,9,2,0,3,1,0,1,0,0,1,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_5792,midas_s_5792
OTU_4375,0,0,0,0,0,12,3,3,0,7,12,3,1,2,1,3,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_5834,midas_s_5834
OTU_4376,0,0,0,0,0,1,2,3,5,0,0,1,0,0,1,0,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_6182,midas_s_6182
OTU_4377,0,0,0,0,0,9,6,0,0,2,0,3,1,2,0,0,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_1469,midas_g_1469,
OTU_4378,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,0,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_1469,midas_g_2178,midas_s_5243
OTU_4379,0,0,0,0,0,5,9,1,1,2,0,0,0,1,0,0,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_1469,midas_g_4419,midas_s_4419
OTU_4380,0,0,0,0,0,1,0,0,0,0,3,4,0,7,1,0,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_1469,midas_g_5903,midas_s_5903
OTU_4381,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_944,midas_g_6234,midas_s_6234
OTU_4382,0,0,0,0,0,7,2,5,2,22,742,699,255,885,28,65,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_944,midas_g_944,midas_s_944
OTU_4383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,
