,Date,AD,SludgeType,Treatment,daysop,week,Period,SampleID.TSVS,TS_ww,VS_wwTS,VS_ww,VSr_pct,SampleID.pH,pH,SampleID.CODNH4,COD_mgL,TNH3_mgL,FAN_mgL,CODr_pct,CH4_pct,CH4_L,CH4_L_kgVS,O2_pct,Gasflow_mL,SampleID.CHN,C,H_pct,N_pct,CN,HC,gC_kg,gH_kg,gN_kg,SampleID.VFA,Ethanol,Propanol,Butanol,X1.Hexanol,Acetic.acid,Propionic.acid,iso.Butyric.acid,Butyric.acid,iso.Valeric.acid,Valeric.acid,4-Methyl.valeric.acid,Hexanoic.acid,DTubeID,SampleID.DNA,ngmL_qb,DNA_mg_gCOD,DNA_mg_gVS,DNA_mg_L,DNA_mgLSludge,Observed,Chao1,se.chao1,ACE,se.ACE,Shannon,Simpson,InvSimpson,Fisher,pielou_ev,VFAS
414,10/5/2023,AD1,Control,Control,70,11,Inhibition,S831_AD1,1.75,67.51,1.18,58.98882875,S825_AD1,7.35,,,,,,,,,,2993.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,10/5/2023,AD2,Treatment,Treatment,70,11,Inhibition,S832_AD2,1.44,68,0.98,66.03708396,S826_AD2,6.14,,,,,,,,,,607.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,10/5/2023,AD3,Control,Control,70,11,Inhibition,S833_AD3,1.94,67.98,1.32,54.39364275,S827_AD3,7.56,,,,,,,,,,4319.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,10/5/2023,AD4,Control,Control,70,11,Inhibition,S834_AD4,1.68,66.5,1.12,61.30369688,S828_AD4,7.46,,,,,,,,,,1450.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,10/5/2023,AD5,Treatment,Treatment,70,11,Inhibition,S835_AD5,1.28,65.91,0.84,70.97777266,S829_AD5,6.08,,,,,,,,,,585.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,10/5/2023,AD6,Treatment,Treatment,70,11,Inhibition,S836_AD6,1.49,68.6,1.02,64.86237476,S830_AD6,5.65,,,,,,,,,,524.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,13/5/2023,AD1,Control,Control,73,11,Inhibition,,,,,,,,,,,,,,,,,4986.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,13/5/2023,AD2,Treatment,Treatment,73,11,Inhibition,,,,,,,,,,,,,,,,,979.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,13/5/2023,AD3,Control,Control,73,11,Inhibition,,,,,,,,,,,,,,,,,3890.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,13/5/2023,AD4,Control,Control,73,11,Inhibition,,,,,,,,,,,,,,,,,3692.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,13/5/2023,AD5,Treatment,Treatment,73,11,Inhibition,,,,,,,,,,,,,,,,,773.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,13/5/2023,AD6,Treatment,Treatment,73,11,Inhibition,,,,,,,,,,,,,,,,,594.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,14/5/2023,AD1,Control,Control,74,11,Inhibition,S970_AD1,2.06,73.03,1.51,44.6350365,S964_AD1,7.26,,,,,,,,,,4887.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,14/5/2023,AD2,Treatment,Treatment,74,11,Inhibition,S971_AD2,1.91,72.8,1.39,48.28467153,S965_AD2,5.87,,,,,,,,,,901.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,14/5/2023,AD3,Control,Control,74,11,Inhibition,S972_AD3,2.06,69.4,1.42,47.81021898,S966_AD3,7.36,,,,,,,,,,4600.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,14/5/2023,AD4,Control,Control,74,11,Inhibition,S973_AD4,0.67,56.67,0.38,85.87591241,S967_AD4,7.31,,,,,,,,,,3251.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,14/5/2023,AD5,Treatment,Treatment,74,11,Inhibition,S974_AD5,1.58,67.68,1.07,60.83941606,S968_AD5,5.89,,,,,,,,,,795.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,14/5/2023,AD6,Treatment,Treatment,74,11,Inhibition,S975_AD6,1.74,70.04,1.21,63.02919708,S969_AD6,5.59,,,,,,,,,,620.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,15/5/2023,Full-scale,Full-scale,Full-scale,75,12,Inhibition,S389_full,1.85,72.73,1.35,50.47445255,S383_ADFull,7.37,S390_Full,24345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,16/5/2023,AD1,Control,Control,76,12,Inhibition,,,,,,,,,,,,,,,,,3407.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,16/5/2023,AD2,Treatment,Treatment,76,12,Inhibition,,,,,,,,,,,,,,,,,854.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,16/5/2023,AD3,Control,Control,76,12,Inhibition,,,,,,,,,,,,,,,,,4752.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,16/5/2023,AD4,Control,Control,76,12,Inhibition,,,,,,,,,,,,,,,,,529.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,16/5/2023,AD5,Treatment,Treatment,76,12,Inhibition,,,,,,,,,,,,,,,,,752.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,17/5/2023,AD1,Control,Control,77,12,Inhibition,,,,,,,,,,,,,,,,,4094.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,17/5/2023,AD2,Treatment,Treatment,77,12,Inhibition,,,,,,,,,,,,,,,,,944.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,17/5/2023,AD3,Control,Control,77,12,Inhibition,,,,,,,,,,,,,,,,,3921.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,17/5/2023,AD4,Control,Control,77,12,Inhibition,,,,,,,,,,,,,,,,,6063.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,17/5/2023,AD5,Treatment,Treatment,77,12,Inhibition,,,,,,,,,,,,,,,,,829.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,17/5/2023,AD6,Treatment,Treatment,77,12,Inhibition,,,,,,,,,,,,,,,,,655.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,18/5/2023,AD1,Control,Control,78,12,Inhibition,,,,,,,,,,,,,,,,,3983.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,18/5/2023,AD2,Treatment,Treatment,78,12,Inhibition,,,,,,,,,,,,,,,,,962.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,18/5/2023,AD3,Control,Control,78,12,Inhibition,,,,,,,,,,,,,,,,,3402.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,18/5/2023,AD4,Control,Control,78,12,Inhibition,,,,,,,,,,,,,,,,,2692.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,18/5/2023,AD5,Treatment,Treatment,78,12,Inhibition,,,,,,,,,,,,,,,,,790.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,18/5/2023,AD6,Treatment,Treatment,78,12,Inhibition,,,,,,,,,,,,,,,,,615.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,19/5/2023,AD1,Control,Control,79,12,Inhibition,,,,,,S1060_AD1,7.5,,,,,,65,2.15153965,314.0933796,1.5,3310.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,19/5/2023,AD2,Treatment,Treatment,79,12,Inhibition,,,,,,S1061_AD2,5.76,,,,,,32,0.28750752,41.97190073,6.3,898.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,19/5/2023,AD3,Control,Control,79,12,Inhibition,,,,,,S1062_AD3,7.52,,,,,,67,2.46695072,360.1387912,1.3,3682.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,19/5/2023,AD4,Control,Control,79,12,Inhibition,,,,,,S1063_AD4,7.68,,,,,,71,1.55239157,226.6265066,1.8,2186.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,19/5/2023,AD5,Treatment,Treatment,79,12,Inhibition,,,,,,S1059_AD5,5.62,,,,,,33,0.24107424,35.19331971,2.5,730.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,19/5/2023,AD6,Treatment,Treatment,79,12,Inhibition,,,,,,S1064_AD6,5.42,,,,,,28,0.18648756,27.22446131,3.5,666.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,20/5/2023,AD1,Control,Control,80,12,Inhibition,,,,,,,,,,,,,,,,,3850.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,20/5/2023,AD2,Treatment,Treatment,80,12,Inhibition,,,,,,,,,,,,,,,,,1204.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,20/5/2023,AD3,Control,Control,80,12,Inhibition,,,,,,,,,,,,,,,,,3436.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,20/5/2023,AD4,Control,Control,80,12,Inhibition,,,,,,,,,,,,,,,,,2942.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,20/5/2023,AD5,Treatment,Treatment,80,12,Inhibition,,,,,,,,,,,,,,,,,834.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,20/5/2023,AD6,Treatment,Treatment,80,12,Inhibition,,,,,,,,,,,,,,,,,795.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,21/5/2023,AD1,Control,Control,81,12,Inhibition,,,,,,,,,,,,,,,,,4742.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,21/5/2023,AD2,Treatment,Treatment,81,12,Inhibition,,,,,,,,,,,,,,,,,1328.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,21/5/2023,AD3,Control,Control,81,12,Inhibition,,,,,,,,,,,,,,,,,3696.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,21/5/2023,AD4,Control,Control,81,12,Inhibition,,,,,,,,,,,,,,,,,3969.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,21/5/2023,AD5,Treatment,Treatment,81,12,Inhibition,,,,,,,,,,,,,,,,,856.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,21/5/2023,AD6,Treatment,Treatment,81,12,Inhibition,,,,,,,,,,,,,,,,,704.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,23/5/2023,AD2,Treatment,Treatment,83,13,Recovery/Feedingpause,,,,,,S1092_AD2,6.41,,,,,,,,,,1231.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,23/5/2023,AD5,Treatment,Treatment,83,13,Recovery/Feedingpause,,,,,,S1093_AD5,6.08,,,,,,,,,,496.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,23/5/2023,AD6,Treatment,Treatment,83,13,Recovery/Feedingpause,,,,,,S1094_AD6,5.8,,,,,,,,,,497.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,23/5/2023,AD1,Control,Control,83,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,1691.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,23/5/2023,AD3,Control,Control,83,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,807.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,23/5/2023,AD4,Control,Control,83,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,3304.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,24/5/2023,AD2,Treatment,Treatment,84,13,Recovery/Feedingpause,,,,,,S1095_AD2,6.57,,,,,,,,,,1572.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,24/5/2023,AD5,Treatment,Treatment,84,13,Recovery/Feedingpause,,,,,,S1096_AD5,6.02,,,,,,,,,,541.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,24/5/2023,AD5,Treatment,Treatment,84,13,Recovery/Feedingpause,,,,,,S1098_AD5,6.16,,,,,,,,,,541.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,24/5/2023,AD6,Treatment,Treatment,84,13,Recovery/Feedingpause,,,,,,S1097_AD6,5.76,,,,,,,,,,799.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,24/5/2023,AD6,Treatment,Treatment,84,13,Recovery/Feedingpause,,,,,,S1099_AD6,5.86,,,,,,,,,,799.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,24/5/2023,AD1,Control,Control,84,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,984.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,24/5/2023,AD3,Control,Control,84,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,558.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,24/5/2023,AD4,Control,Control,84,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,1721.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,25/5/2023,AD2,Treatment,Treatment,85,13,Recovery/Feedingpause,,,,,,S1100_AD2,6.93,,,,,,57,1.39053153,198.813039,3.3,2439.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,25/5/2023,AD5,Treatment,Treatment,85,13,Recovery/Feedingpause,,,,,,S1101_AD5,6.61,,,,,,36,0.39146364,55.97001883,3.1,1087.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,25/5/2023,AD6,Treatment,Treatment,85,13,Recovery/Feedingpause,,,,,,S1102_AD6,6.6,,,,,,19,0.27353635,39.10921244,10.5,1439.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,25/5/2023,AD1,Control,Control,85,13,Recovery/Feedingpause,,,,,,,,,,,,,65,0.472784,67.59690218,1.9,727.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,25/5/2023,AD3,Control,Control,85,13,Recovery/Feedingpause,,,,,,,,,,,,,58,0.26391682,37.73384773,3.5,455.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,25/5/2023,AD4,Control,Control,85,13,Recovery/Feedingpause,,,,,,,,,,,,,54,0.77440536,110.7216051,4.1,1434.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,26/5/2023,AD1,Control,Control,86,13,Recovery/Feedingpause,,,,,,S1103_AD1,7.51,,,,,,,,,,489.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,26/5/2023,AD2,Treatment,Treatment,86,13,Recovery/Feedingpause,,,,,,S1104_AD2,6.71,,,,,,,,,,2814.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,26/5/2023,AD3,Control,Control,86,13,Recovery/Feedingpause,,,,,,S1105_AD3,7.46,,,,,,,,,,317.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,26/5/2023,AD4,Control,Control,86,13,Recovery/Feedingpause,,,,,,S1106_AD4,7.68,,,,,,,,,,919.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,26/5/2023,AD5,Treatment,Treatment,86,13,Recovery/Feedingpause,,,,,,S1107_AD5,6.53,,,,,,,,,,877.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,26/5/2023,AD6,Treatment,Treatment,86,13,Recovery/Feedingpause,,,,,,S1108_AD6,6.44,,,,,,,,,,876.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,27/5/2023,AD1,Control,Control,87,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,451.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,27/5/2023,AD2,Treatment,Treatment,87,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,2785.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,27/5/2023,AD3,Control,Control,87,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,262.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,27/5/2023,AD4,Control,Control,87,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,713.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,27/5/2023,AD5,Treatment,Treatment,87,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,1567.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,27/5/2023,AD6,Treatment,Treatment,87,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,1002.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,28/5/2023,AD1,Control,Control,88,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,349.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,28/5/2023,AD2,Treatment,Treatment,88,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,2500.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,28/5/2023,AD3,Control,Control,88,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,217.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,28/5/2023,AD4,Control,Control,88,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,526.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,28/5/2023,AD5,Treatment,Treatment,88,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,2119.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,28/5/2023,AD6,Treatment,Treatment,88,13,Recovery/Feedingpause,,,,,,,,,,,,,,,,,1412.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,30/5/2023,AD1,Control,Control,90,14,Recovery/Foaming,,,,,,,,,,,,,,,,,1196.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,30/5/2023,AD2,Treatment,Treatment,90,14,Recovery/Foaming,,,,,,,,,,,,,,,,,4729.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,30/5/2023,AD3,Control,Control,90,14,Recovery/Foaming,,,,,,,,,,,,,,,,,15.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,30/5/2023,AD4,Control,Control,90,14,Recovery/Foaming,,,,,,,,,,,,,,,,,925.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,30/5/2023,AD5,Treatment,Treatment,90,14,Recovery/Foaming,,,,,,,,,,,,,,,,,2603.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,30/5/2023,AD6,Treatment,Treatment,90,14,Recovery/Foaming,,,,,,,,,,,,,,,,,2677.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,31/5/2023,AD1,Control,Control,91,14,Recovery/Foaming,,,,,,S1134_AD1,7.53,S1140_AD1,22736.5,,,,,,,,1657.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,31/5/2023,AD2,Treatment,Treatment,91,14,Recovery/Foaming,,,,,,S1135_AD2,7.27,S1141_AD2,17147,,,,,,,,5518.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,31/5/2023,AD3,Control,Control,91,14,Recovery/Foaming,,,,,,S1136_AD3,7.45,S1142_AD3,23744.5,,,,,,,,1006.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,31/5/2023,AD4,Control,Control,91,14,Recovery/Foaming,,,,,,S1137_AD4,7.47,S1143_AD4,26447,,,,,,,,1272.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,31/5/2023,AD5,Treatment,Treatment,91,14,Recovery/Foaming,,,,,,S1138_AD5,7.05,S1144_AD5,23627.5,,,,,,,,3025.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,31/5/2023,AD6,Treatment,Treatment,91,14,Recovery/Foaming,,,,,,S1139_AD6,6.79,S1145_AD6,26408.5,,,,,,,,4066.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1/6/2023,AD1,Control,Control,92,14,Recovery/Foaming,,,,,,,,,,,,,,,,,1521.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1/6/2023,AD2,Treatment,Treatment,92,14,Recovery/Foaming,,,,,,,,,,,,,,,,,6669.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1/6/2023,AD3,Control,Control,92,14,Recovery/Foaming,,,,,,,,,,,,,,,,,1538.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1/6/2023,AD4,Control,Control,92,14,Recovery/Foaming,,,,,,,,,,,,,,,,,1501.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1/6/2023,AD5,Treatment,Treatment,92,14,Recovery/Foaming,,,,,,,,,,,,,,,,,4180.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,1/6/2023,AD6,Treatment,Treatment,92,14,Recovery/Foaming,,,,,,,,,,,,,,,,,4544.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,3/6/2023,AD1,Control,Control,94,14,Recovery/Foaming,,,,,,,,,,,,,,,,,2836.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,3/6/2023,AD2,Treatment,Treatment,94,14,Recovery/Foaming,,,,,,,,,,,,,,,,,6160.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,3/6/2023,AD3,Control,Control,94,14,Recovery/Foaming,,,,,,,,,,,,,,,,,1826.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,3/6/2023,AD4,Control,Control,94,14,Recovery/Foaming,,,,,,,,,,,,,,,,,2589.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,3/6/2023,AD5,Treatment,Treatment,94,14,Recovery/Foaming,,,,,,,,,,,,,,,,,5362.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,3/6/2023,AD6,Treatment,Treatment,94,14,Recovery/Foaming,,,,,,,,,,,,,,,,,5671.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,4/6/2023,AD1,Control,Control,95,14,Recovery/Foaming,,,,,,,,,,,,,,,,,3219.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,4/6/2023,AD2,Treatment,Treatment,95,14,Recovery/Foaming,,,,,,,,,,,,,,,,,5389.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4/6/2023,AD3,Control,Control,95,14,Recovery/Foaming,,,,,,,,,,,,,,,,,2295.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,4/6/2023,AD4,Control,Control,95,14,Recovery/Foaming,,,,,,,,,,,,,,,,,3646.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,4/6/2023,AD5,Treatment,Treatment,95,14,Recovery/Foaming,,,,,,,,,,,,,,,,,6503.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,4/6/2023,AD6,Treatment,Treatment,95,14,Recovery/Foaming,,,,,,,,,,,,,,,,,6393.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,6/6/2023,AD1,Control,Control,97,15,Recovery/Foaming,,,,,,,,,,,,,,,,,3791.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,6/6/2023,AD2,Treatment,Treatment,97,15,Recovery/Foaming,,,,,,,,,,,,,,,,,6226.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,6/6/2023,AD3,Control,Control,97,15,Recovery/Foaming,,,,,,,,,,,,,,,,,2057.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,6/6/2023,AD4,Control,Control,97,15,Recovery/Foaming,,,,,,,,,,,,,,,,,3969.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,6/6/2023,AD5,Treatment,Treatment,97,15,Recovery/Foaming,,,,,,,,,,,,,,,,,7849.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,6/6/2023,AD6,Treatment,Treatment,97,15,Recovery/Foaming,,,,,,,,,,,,,,,,,7351.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,7/6/2023,Full-scale,Full-scale,Full-scale,98,15,Recovery/Foaming,S1282_Full,2.14,72.41,1.55,37.41588156,S1282_ADFull,6.98,S1283_Full,33092.5,825,9.97825613,58.0465016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,8/6/2023,AD1,Control,Control,99,15,Recovery/Postfoam,S1225_AD1,2.15,72.24,1.55,37.53701211,S1219_AD1,7.17,,,,,,64,0.66047808,106.6720991,1.5,1031.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,8/6/2023,AD2,Treatment,Treatment,99,15,Recovery/Postfoam,S1226_AD2,2.54,71.455,1.82,26.5141319,S1220_AD2,7.32,,,,,,71,0.81756784,132.0432581,1.8,1151.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
